Date,Description,Category,Amount
04/25/2060,tuhu,Daycare,$2711.74
01/26/1918,nutda,Daycare,$8131.15
06/05/1979,owka,Daycare,$8617.20
10/22/1958,ihkuhel,Daycare,$241.08
09/13/2015,dulgejid,Daycare,$333.18
07/20/2000,edvukcal,Daycare,$3074.84
03/21/1917,pep,Daycare,$3623.68
05/28/1940,jilmilo,Daycare,$5005.78
04/02/2043,na,Daycare,$2119.87
09/09/1954,bi,Daycare,$1558.85
04/28/1949,makwuco,Daycare,$162.29
06/11/1985,hihefiz,Daycare,$1872.72
10/21/2028,sat,Daycare,$3504.24
02/03/2046,fobeblak,Daycare,$6878.89
05/27/2037,uwle,Daycare,$5649.42
12/14/2070,pu,Daycare,$6033.07
01/30/1990,wapposa,Daycare,$3061.71
09/05/1937,vap,Daycare,$1263.12
12/03/2017,fi,Daycare,$8085.90
11/06/1997,fidmodig,Daycare,$8984.46
06/08/1991,nu,Daycare,$6188.10
08/06/1963,anogu,Daycare,$9198.59
07/28/1959,mob,Daycare,$5295.32
11/28/2065,igmufle,Daycare,$6488.68
05/06/1965,piuca,Daycare,$2916.53
12/17/2035,vomgim,Daycare,$1492.80
02/06/1936,nibi,Daycare,$6724.84
07/03/1924,ba,Daycare,$2429.25
01/27/2018,wonikleh,Daycare,$8482.86
03/03/2035,uwgun,Daycare,$7603.96
10/13/1982,ihorugu,Daycare,$5282.46
03/09/1986,ifiiduke,Daycare,$4200.06
09/15/2049,iseej,Daycare,$2484.85
02/04/1922,masag,Daycare,$6170.43
08/29/1956,uvaza,Daycare,$9733.92
06/25/2028,igevug,Daycare,$9356.29
09/12/2040,jag,Daycare,$7996.26
09/18/2019,mow,Daycare,$9603.71
06/03/2064,haema,Daycare,$535.36
04/19/2011,nuubnol,Daycare,$8916.83
04/26/2045,foc,Daycare,$7242.62
09/28/1964,baomja,Daycare,$2182.26
02/22/1966,wibug,Daycare,$1481.89
05/27/2018,ufe,Daycare,$9895.38
12/21/1947,de,Daycare,$5708.95
07/01/2014,ce,Daycare,$6296.12
05/10/2023,het,Daycare,$9315.32
07/28/2051,ribetkug,Daycare,$8730.71
05/30/1931,jubvaek,Daycare,$7277.52
06/23/1934,zumji,Daycare,$9819.40
08/24/1981,estoid,Daycare,$5818.46
03/03/1995,gehed,Daycare,$8348.86
08/29/1911,gas,Daycare,$608.47
12/06/2013,ozzitet,Daycare,$9894.20
03/16/1916,pavac,Daycare,$9932.59
11/10/2021,zotniape,Daycare,$9989.98
02/11/1979,ilu,Daycare,$813.26
02/13/1910,usawew,Daycare,$8824.92
05/11/1979,kekfej,Daycare,$4667.21
04/21/1967,aga,Daycare,$3433.81
03/19/1946,letvabuf,Daycare,$1325.75
07/24/1972,fuav,Daycare,$3171.53
07/12/2039,aghala,Daycare,$3732.86
11/19/1940,odker,Daycare,$5796.75
07/24/2044,hu,Daycare,$6016.60
08/19/1992,cu,Daycare,$9177.63
02/24/2054,epu,Daycare,$7354.95
03/22/1959,tahe,Daycare,$171.48
07/20/1957,wecdik,Daycare,$3401.44
03/20/1974,vosonza,Daycare,$9410.44
06/14/1990,kowehi,Daycare,$1227.32
05/15/2050,minpuloz,Daycare,$51.93
06/17/1970,muk,Daycare,$1289.40
03/22/2019,isgior,Daycare,$8702.02
01/29/1927,dan,Daycare,$9471.28
12/08/1924,zi,Daycare,$5353.26
10/08/2006,do,Daycare,$1336.60
10/30/2023,foloas,Daycare,$4472.59
07/07/1996,derhutac,Daycare,$7326.66
09/22/2034,ce,Daycare,$7493.83
02/07/1912,pejbus,Daycare,$958.34
10/18/2065,dozje,Daycare,$2289.28
01/29/1955,soc,Daycare,$3143.65
06/14/2034,ob,Daycare,$2426.47
01/29/1939,gatat,Daycare,$9168.16
08/15/1902,vov,Daycare,$9710.56
02/14/1966,dopolte,Daycare,$9619.74
04/22/2061,fehdazkac,Daycare,$9189.08
08/29/1913,jecmukge,Daycare,$1849.29
06/30/1970,mo,Daycare,$7231.17
07/17/1962,zu,Daycare,$5138.48
10/27/2012,wegcivib,Daycare,$4974.66
10/21/2069,wu,Daycare,$5226.67
11/10/1980,be,Daycare,$2280.23
04/25/1998,zi,Daycare,$6462.15
09/05/2010,orajoha,Daycare,$3680.63
12/08/1952,diumeib,Daycare,$6928.25
07/07/2032,ehbopit,Daycare,$98.44
01/28/2057,metap,Daycare,$4138.03
10/24/1968,fieteca,Daycare,$5500.50
04/10/2040,tozco,Daycare,$6748.76
04/19/2070,jogaliis,Daycare,$5745.63
10/28/1919,be,Daycare,$7380.09
01/24/1999,jih,Daycare,$1752.32
04/18/2065,gukikem,Daycare,$4097.69
12/14/1950,gawi,Daycare,$8738.58
01/23/1984,wi,Daycare,$7925.78
09/14/2054,rumihofe,Daycare,$2061.43
10/23/2000,kinaskuw,Daycare,$6219.38
09/01/1957,tafesoc,Daycare,$8395.48
08/24/2043,igi,Daycare,$6419.70
11/28/2002,tulipdul,Daycare,$2006.86
05/13/2033,pimalome,Daycare,$5463.37
10/12/1983,jewpo,Daycare,$9632.07
03/01/2030,hivergig,Daycare,$6826.71
02/16/1931,joucjef,Daycare,$2074.47
08/05/2063,ruzih,Daycare,$8842.30
11/18/1938,jegjij,Daycare,$5874.17
04/09/1997,hub,Daycare,$4715.46
02/02/2069,fupuni,Daycare,$801.60
06/25/1982,hihoflo,Daycare,$673.04
05/13/2025,abezi,Daycare,$346.07
07/26/1952,motlijhip,Daycare,$8801.70
02/02/1978,wifebwog,Daycare,$5851.40
04/08/2051,inoetoej,Daycare,$5411.32
07/17/1948,aja,Daycare,$799.13
09/01/1913,apmusje,Daycare,$2743.32
09/17/2061,cice,Daycare,$2372.68
08/11/2039,raijew,Daycare,$7724.41
08/16/2035,mal,Daycare,$2689.62
01/03/1917,tob,Daycare,$8161.76
04/28/2070,hezguvo,Daycare,$9584.24
01/30/1957,baujohoc,Daycare,$4643.64
11/26/1935,jonno,Daycare,$3634.28
01/06/1969,ime,Daycare,$8390.35
09/25/1902,zufwom,Daycare,$4772.54
01/24/1910,zelkadmew,Daycare,$1662.21
09/07/1920,wilohag,Daycare,$5372.01
06/29/2057,ga,Daycare,$693.59
07/11/2009,ke,Daycare,$7439.61
07/05/2018,molmuw,Daycare,$3465.84
10/10/2018,fizlaaga,Daycare,$9480.53
08/15/2002,honocci,Daycare,$1608.05
01/30/1903,pa,Daycare,$8226.92
11/16/1972,edibica,Daycare,$8011.89
07/13/1932,pukitode,Daycare,$2682.24
01/13/1961,dinefdop,Daycare,$4877.22
04/30/1937,ig,Daycare,$8429.70
10/12/2040,loavhu,Daycare,$662.44
01/01/1902,kogpivi,Daycare,$3313.20
07/26/1924,orna,Daycare,$8097.50
05/31/2020,nehveswoz,Daycare,$8243.82
10/09/1908,mehreteke,Daycare,$9782.81
07/15/1985,vaj,Daycare,$116.52
04/14/1945,jabhigo,Daycare,$1781.36
03/25/1925,tazpukjem,Daycare,$6948.65
07/12/1942,lagojki,Daycare,$4926.71
08/10/2065,nado,Daycare,$6954.34
02/21/2045,kunze,Daycare,$7085.95
11/20/1905,va,Daycare,$1605.12
01/03/1950,em,Daycare,$4407.24
02/20/2055,zam,Daycare,$6044.40
09/29/2055,zac,Daycare,$1973.46
07/31/1921,locadu,Daycare,$7026.11
03/11/2044,jippijo,Daycare,$9568.97
07/21/2027,lawedji,Daycare,$6715.13
03/20/1933,iw,Daycare,$2639.91
12/27/1928,fab,Daycare,$3980.00
05/28/2036,awegebfe,Daycare,$9904.02
06/26/2017,gumoj,Daycare,$9052.92
06/18/1942,pa,Daycare,$4356.52
07/03/1987,jafwaw,Daycare,$9361.76
12/19/1911,utasihen,Daycare,$8901.21
04/19/2024,juhuz,Daycare,$3990.90
05/02/2034,hore,Daycare,$4551.77
02/16/1980,ep,Daycare,$2374.42
01/25/1959,gewu,Daycare,$4346.24
11/04/1976,hemver,Daycare,$1826.05
12/04/1921,mazaja,Daycare,$5411.58
02/17/2065,to,Daycare,$9939.38
01/31/2032,agreuze,Daycare,$9699.38
08/03/1919,dolfimho,Daycare,$3673.52
05/11/1934,agopo,Daycare,$4787.98
04/02/1958,tosuezu,Daycare,$2652.71
07/26/1953,puglik,Daycare,$1703.07
12/20/1919,muafa,Daycare,$9548.23
03/08/1904,at,Daycare,$2674.73
11/10/1928,uw,Daycare,$7140.30
03/02/1905,ducup,Daycare,$7444.52
06/09/2025,hisumozu,Daycare,$2196.93
03/24/1919,fohimu,Daycare,$318.81
11/05/1912,nosuc,Daycare,$7236.48
03/17/1933,puwapro,Daycare,$3123.06
04/10/2066,jon,Daycare,$5828.36
12/20/1980,kaptab,Daycare,$3222.52
08/15/1963,kafe,Daycare,$3738.11
09/11/1931,nazukhu,Daycare,$3569.16
03/06/2023,celad,Daycare,$9302.94
09/25/1906,niefuhim,Daycare,$4374.41
07/22/1945,muppelto,Daycare,$6834.54
04/05/1945,kaclu,Daycare,$936.30
06/14/1939,vewel,Daycare,$5687.49
01/29/1987,biw,Daycare,$2448.73
04/14/1985,bumus,Daycare,$3475.50
02/16/1931,hit,Daycare,$278.10
02/10/2015,featu,Daycare,$8090.78
02/16/2006,po,Daycare,$9296.31
02/02/2023,zuhbeluji,Daycare,$5934.21
09/04/1927,zes,Daycare,$9601.57
06/21/1946,kikit,Daycare,$6013.05
01/23/2025,pup,Daycare,$5770.87
05/18/1986,vetlewe,Daycare,$6099.83
08/24/1959,cun,Daycare,$6835.80
05/11/1907,ow,Daycare,$5041.73
12/29/1964,zicku,Daycare,$7959.24
02/11/2043,rapum,Daycare,$8091.57
12/24/2002,lud,Daycare,$7437.43
10/21/1951,camupkir,Daycare,$6894.08
01/20/2014,ipiwa,Daycare,$9923.92
10/01/1910,uz,Daycare,$3261.31
01/06/1982,hore,Daycare,$9433.32
11/28/1904,wu,Daycare,$7565.06
10/13/2065,dab,Daycare,$3175.38
08/16/2060,bikfo,Daycare,$3992.00
12/31/2046,gagati,Daycare,$272.14
01/10/1970,sowumeb,Daycare,$9786.38
02/26/1912,uj,Daycare,$8091.85
11/27/2058,oto,Daycare,$7204.69
12/10/1963,palowos,Daycare,$3831.75
08/10/1925,jilouko,Daycare,$8959.31
08/21/1932,tej,Daycare,$7784.19
03/26/1980,zubifik,Daycare,$2774.33
01/15/2059,vocva,Daycare,$5356.65
04/22/1970,ruwdodo,Daycare,$8451.49
02/11/1983,roaclo,Daycare,$3414.42
12/18/2061,kujpug,Daycare,$2380.10
07/27/2037,amre,Daycare,$958.94
11/07/2003,givlek,Daycare,$909.97
08/02/1988,hiniwuja,Daycare,$1482.80
10/24/1902,lidmifjej,Daycare,$8605.28
07/19/1988,edoken,Daycare,$7595.08
05/15/2030,su,Daycare,$1535.62
01/31/1951,iwho,Daycare,$7386.91
02/23/2015,kut,Daycare,$1540.35
10/15/2017,la,Daycare,$1673.33
10/28/2035,ju,Daycare,$6197.66
07/15/2027,hacjiis,Daycare,$4113.26
12/25/2029,iptebu,Daycare,$9366.17
01/15/2042,nujgij,Daycare,$12.08
11/12/2012,ebikob,Daycare,$1804.54
08/30/1985,nun,Daycare,$964.66
10/04/1963,vasoz,Daycare,$6690.00
10/24/1932,icu,Daycare,$8482.95
11/29/2035,tewibauku,Daycare,$9474.97
08/29/2045,keka,Daycare,$9400.25
04/03/1946,epi,Daycare,$6276.64
12/08/2052,iz,Daycare,$2391.94
02/26/2027,ro,Daycare,$2267.01
04/26/1908,muhep,Daycare,$3171.72
07/02/2062,vaefu,Daycare,$9794.95
05/30/2007,jiv,Daycare,$3736.47
06/04/2056,zo,Daycare,$8366.27
07/03/1900,mi,Daycare,$3629.10
01/22/2009,sa,Daycare,$9770.53
07/04/1975,zaregu,Daycare,$8828.38
02/16/2043,sen,Daycare,$4526.39
08/08/2003,rof,Daycare,$7680.88
06/03/2050,komcej,Daycare,$577.08
06/27/2004,car,Daycare,$1954.70
11/25/1999,sagif,Daycare,$5188.44
07/27/2051,woheur,Daycare,$7472.10
12/24/2001,dab,Daycare,$8379.99
02/21/1924,iz,Daycare,$5894.60
12/15/1935,pojonjo,Daycare,$6724.38
09/13/2044,kuspehnug,Daycare,$6985.08
07/12/2032,pus,Daycare,$8191.38
10/08/2007,ubefih,Daycare,$9650.34
08/30/1992,uzdow,Daycare,$5410.74
03/07/1932,pana,Daycare,$7621.46
02/22/1993,ita,Daycare,$1388.90
07/10/1936,jon,Daycare,$7928.86
06/02/1980,hipjiuhe,Daycare,$8335.00
01/12/2069,titufiw,Daycare,$2890.02
08/05/1997,gu,Daycare,$8752.72
04/07/2060,dowramte,Daycare,$8512.24
10/29/1917,ukkim,Daycare,$1754.24
01/20/1938,ac,Daycare,$6381.39
08/22/2061,kuf,Daycare,$2051.80
11/15/2056,anu,Daycare,$4055.10
08/10/2024,momfuhun,Daycare,$9738.89
04/26/1941,mos,Daycare,$5917.32
06/07/1979,dab,Daycare,$1012.28
08/12/1995,hucbirke,Daycare,$5620.37
03/03/1938,kamvoije,Daycare,$9116.50
08/18/1964,bofeg,Daycare,$2757.75
08/22/1996,bam,Daycare,$4350.38
01/06/1931,keeca,Daycare,$50.70
01/20/1901,ro,Daycare,$8975.06
02/08/2030,vano,Daycare,$6535.34
03/05/1981,an,Daycare,$8980.22
06/14/2052,udaufo,Daycare,$2449.91
08/10/1991,ovtoc,Daycare,$4021.35
05/17/2042,ne,Daycare,$2920.25
05/24/1918,oduj,Daycare,$7871.45
08/24/1914,agwosu,Daycare,$5153.79
05/08/1959,sapotsik,Daycare,$1970.06
05/03/1971,ziniwak,Daycare,$5746.81
07/03/2051,gubefkac,Daycare,$4323.61
10/01/1917,bi,Daycare,$9562.46
10/03/1949,umojoj,Daycare,$882.46
09/30/2027,cumrez,Daycare,$8306.03
06/04/2019,keaca,Daycare,$647.78
01/13/2015,elupeblus,Daycare,$3166.60
11/27/1919,rubid,Daycare,$8384.89
09/09/1945,esi,Daycare,$1516.43
02/14/1919,elopahko,Daycare,$6689.71
07/07/1985,vepcaem,Daycare,$2293.74
05/12/1924,isupa,Daycare,$108.44
05/25/2006,sa,Daycare,$1474.50
11/03/2049,wetti,Daycare,$5070.20
12/25/1933,ne,Daycare,$772.36
07/19/2038,mog,Daycare,$5422.36
12/07/1912,log,Daycare,$3352.40
08/05/1960,cenza,Daycare,$6766.80
04/10/1999,hu,Daycare,$9551.72
05/17/1967,safne,Daycare,$4288.64
06/12/2018,uwejeike,Daycare,$2854.26
11/26/1996,unisazmo,Daycare,$5796.96
12/07/2031,gifiw,Daycare,$1149.83
11/05/2047,wamekno,Daycare,$8782.37
07/01/1984,waewu,Daycare,$2828.58
02/15/1960,sev,Daycare,$4187.59
08/01/1912,uhu,Daycare,$860.74
06/10/1939,iko,Daycare,$5301.22
06/06/1988,nazjejlu,Daycare,$86.36
01/27/1960,zocijin,Daycare,$5800.31
08/24/1917,koska,Daycare,$3652.23
09/27/2055,nokni,Daycare,$8424.14
01/04/1905,zuzareh,Daycare,$8920.50
12/24/1909,vozewsa,Daycare,$4140.38
09/01/2064,mop,Daycare,$6314.19
07/12/2023,une,Daycare,$515.31
02/02/1984,ruzipec,Daycare,$7720.31
12/25/2043,irgawon,Daycare,$8454.40
01/26/1900,bewitili,Daycare,$9491.39
04/20/2061,hopvunifu,Daycare,$9966.79
02/17/1900,kojelbut,Daycare,$7897.89
11/25/2070,kahwate,Daycare,$3461.11
01/06/1991,nawbaknoc,Daycare,$7812.54
04/18/1929,ri,Daycare,$7565.18
01/21/1967,tihveh,Daycare,$9427.35
09/15/1910,fad,Daycare,$1216.71
07/11/2023,jerno,Daycare,$5877.74
12/23/1957,gimvi,Daycare,$5586.53
07/12/2061,uweetetof,Daycare,$4078.60
08/10/1917,patu,Daycare,$3410.79
12/10/2052,zar,Daycare,$8084.45
10/15/1909,vatob,Daycare,$9501.81
03/08/1947,nuna,Daycare,$9754.10
02/14/1903,bopuh,Daycare,$6478.29
01/20/1954,efoad,Daycare,$2167.72
10/19/2006,dazo,Daycare,$8859.37
05/19/2034,ca,Daycare,$4342.72
07/05/1991,tilum,Daycare,$6088.22
02/26/1905,ritjo,Daycare,$7457.89
06/24/2042,du,Daycare,$1071.32
03/01/1951,ked,Daycare,$2474.83
03/01/1968,zojpugsep,Daycare,$5185.82
04/30/1912,jopumug,Daycare,$9761.23
04/15/1915,dacmeoza,Daycare,$6434.77
12/21/2061,eto,Daycare,$62.02
09/17/2060,vijce,Daycare,$9458.83
09/24/1921,rof,Daycare,$8147.12
10/23/1942,mana,Daycare,$8787.32
03/31/2007,le,Daycare,$1492.85
10/07/2007,wubwezdep,Daycare,$2055.46
07/27/1959,meg,Daycare,$6404.59
03/07/1936,siruf,Daycare,$655.12
03/08/1945,vov,Daycare,$3644.41
02/13/2064,sop,Daycare,$7749.98
07/24/1929,rid,Daycare,$3935.13
03/19/2051,kuhotca,Daycare,$5077.81
09/12/1986,ukhoghip,Daycare,$7727.48
01/14/1901,pa,Daycare,$569.39
12/29/2002,todgozwo,Daycare,$6420.10
08/28/2041,van,Daycare,$9747.89
04/24/1939,jiog,Daycare,$2161.27
06/11/1990,du,Daycare,$9938.84
04/23/2014,bedcaos,Daycare,$1933.99
06/29/1950,su,Daycare,$2431.38
09/13/1961,fumhekam,Daycare,$5258.45
10/18/2007,esati,Daycare,$3895.19
04/07/1903,avfezev,Daycare,$7689.38
06/03/1974,re,Daycare,$5238.84
01/11/1966,murehog,Daycare,$2092.57
08/12/1992,lij,Daycare,$4811.23
10/26/2052,volzi,Daycare,$4830.46
03/08/2061,fun,Daycare,$1689.77
07/11/2001,citzah,Daycare,$9823.99
04/24/1914,murgodi,Daycare,$1736.39
12/16/1903,cifulja,Daycare,$3477.84
10/16/1942,talguca,Daycare,$8683.26
11/28/2025,iwibe,Daycare,$5636.60
11/07/2029,ve,Daycare,$7926.74
12/04/1938,simcavfan,Daycare,$3560.01
01/10/1999,kup,Daycare,$4000.22
02/20/1997,mon,Daycare,$5080.56
06/21/1967,seeco,Daycare,$7440.17
01/14/1973,vaw,Daycare,$9984.32
07/11/1951,conig,Daycare,$5723.24
05/25/1993,aha,Daycare,$3546.34
04/04/1990,maga,Daycare,$2744.08
09/21/1949,ego,Daycare,$2277.86
06/11/2023,fil,Daycare,$6224.00
05/24/1917,limudoal,Daycare,$261.26
10/27/1951,sakfu,Daycare,$3870.36
09/09/2020,lisebaki,Daycare,$9235.24
06/07/2008,husvobduv,Daycare,$7686.61
04/08/1958,awuponoj,Daycare,$3060.26
07/10/2028,ta,Daycare,$9148.47
06/24/1965,nusmupih,Daycare,$8660.35
09/24/1915,keolisuv,Daycare,$8184.26
07/19/1983,ecivebi,Daycare,$2005.73
06/29/1971,jufse,Daycare,$2297.54
06/26/1997,bu,Daycare,$4321.50
04/22/2060,ji,Daycare,$1284.11
07/17/1951,kuvowdup,Daycare,$7975.46
09/01/1910,ho,Daycare,$5214.77
12/29/1971,savrizi,Daycare,$1850.73
03/09/1998,rij,Daycare,$4562.55
07/19/2017,ponkevwic,Daycare,$7986.79
02/17/2012,junig,Daycare,$2935.14
05/08/1952,najozuj,Daycare,$3832.03
05/30/1944,bupucrem,Daycare,$4029.34
01/30/1918,umukidan,Daycare,$2429.28
05/11/1985,obasci,Daycare,$734.94
11/06/1951,aceokhoj,Daycare,$7476.91
11/28/1908,eh,Daycare,$3156.60
08/21/2007,odosuvaf,Daycare,$8316.82
02/03/1984,ho,Daycare,$5495.44
01/05/1993,kojipo,Daycare,$377.88
06/26/2008,mockufpim,Daycare,$954.28
04/16/1933,lo,Daycare,$7312.94
08/08/2017,cawpup,Daycare,$8126.16
02/21/2024,jat,Daycare,$4377.61
11/08/1980,ebzi,Daycare,$6587.61
06/01/1979,at,Daycare,$3686.75
07/09/2021,gosurda,Daycare,$5164.08
05/25/1968,lu,Daycare,$5566.39
12/02/1935,vo,Daycare,$8271.13
01/14/1993,nok,Daycare,$8457.84
10/24/2018,ropupel,Daycare,$5879.51
02/25/2046,wojanto,Daycare,$2220.37
09/02/1941,jomwu,Daycare,$538.44
09/23/1905,edkaj,Daycare,$1372.93
04/24/2008,dafbuproc,Daycare,$2917.06
02/17/1990,loz,Daycare,$8619.26
01/27/2058,rikuj,Daycare,$8183.81
04/06/2031,ripecra,Daycare,$1873.21
04/04/1965,tom,Daycare,$9553.81
09/30/1947,akeurlon,Daycare,$1148.47
12/27/2053,vorcab,Daycare,$4748.00
04/29/1952,tawkofsun,Daycare,$9147.01
04/18/2007,da,Daycare,$6141.98
12/02/1950,kalaw,Daycare,$4924.77
08/20/2012,lal,Daycare,$1499.05
01/06/2036,dewuro,Daycare,$8039.54
01/23/2026,ocmi,Daycare,$6915.22
06/07/1906,ceasasi,Daycare,$2796.57
11/20/2023,hof,Daycare,$5153.65
06/29/2065,ba,Daycare,$4481.55
08/16/1904,lif,Daycare,$8059.26
11/28/2024,kup,Daycare,$8645.46
06/29/2051,kaam,Daycare,$1354.66
02/11/1930,ripu,Daycare,$7424.19
04/18/1943,opopahozu,Daycare,$9839.27
11/20/2011,kezef,Daycare,$7310.41
11/21/1982,amizifrev,Daycare,$3437.90
02/12/1944,ipi,Daycare,$5985.74
04/26/1909,jowo,Daycare,$8208.76
01/19/1950,dizosed,Daycare,$4916.95
06/11/1920,ar,Daycare,$6426.46
11/18/1996,dizef,Daycare,$5390.32
07/19/1931,usi,Daycare,$829.19
04/25/1947,ejwuw,Daycare,$651.82
03/14/1923,puf,Daycare,$7071.55
09/09/1907,obniwdup,Daycare,$5441.19
10/19/1969,icu,Daycare,$2018.43
02/20/1966,tar,Daycare,$2947.54
05/24/1965,ibu,Daycare,$2232.32
07/24/1947,wotbuge,Daycare,$2340.25
06/18/2030,mik,Daycare,$8675.95
01/22/2013,zak,Daycare,$2518.24
02/18/1929,jevzozo,Daycare,$8330.19
06/26/1955,dupek,Daycare,$3678.10
12/30/1983,fema,Daycare,$1384.87
08/09/1997,lekiw,Daycare,$8665.24
02/27/1954,tamo,Daycare,$4292.78
07/19/2055,todwo,Daycare,$1654.79
05/31/2034,ca,Daycare,$3325.14
06/07/2037,ureegac,Daycare,$3146.23
02/25/1928,azwe,Daycare,$2693.25
02/26/1922,nohkuj,Daycare,$3944.87
09/23/1920,zekebjo,Daycare,$258.08
01/30/2019,foco,Daycare,$7777.69
09/13/1928,waloh,Daycare,$191.78
05/15/2019,be,Daycare,$2139.21
08/01/1965,liikmis,Daycare,$2176.81
04/11/2020,kotraji,Daycare,$9609.83
07/26/1972,kiura,Daycare,$162.76
05/26/2003,wok,Daycare,$2163.48
09/23/2064,bes,Daycare,$3698.71
04/14/1949,lum,Daycare,$7433.76
11/14/2029,ras,Daycare,$868.98
01/23/2027,meazagan,Daycare,$4250.54
02/19/1988,dolhap,Daycare,$7865.55
08/23/2059,jejoj,Daycare,$9981.26
09/27/2054,guumetaj,Daycare,$2743.94
01/20/2003,nocu,Daycare,$86.13
01/04/2066,vuwwomwit,Daycare,$1062.09
08/06/1990,ozo,Daycare,$4519.30
05/17/1917,milmetij,Daycare,$8090.19
10/09/1995,awzuw,Daycare,$9813.56
09/07/1930,vodah,Daycare,$9996.59
03/11/1912,lonefka,Daycare,$6630.81
12/23/1925,helo,Daycare,$1757.22
03/13/2046,naub,Daycare,$8490.00
04/15/1921,upucaem,Daycare,$3012.48
04/29/1907,sudhagte,Daycare,$1398.17
06/19/2053,midbiac,Daycare,$9551.09
12/27/2057,pipa,Daycare,$7280.41
09/16/2042,baodzis,Daycare,$3174.94
06/22/1902,zan,Daycare,$2659.54
05/19/1992,nabkaus,Daycare,$7297.20
10/09/1907,vep,Daycare,$1757.62
12/07/1939,omozoro,Daycare,$6509.67
12/30/2042,aru,Daycare,$1023.84
06/10/1900,likwo,Daycare,$221.24
11/24/2040,zek,Daycare,$5289.25
07/10/1900,linkuv,Daycare,$7081.58
02/19/1929,riwusis,Daycare,$3304.89
09/11/1995,redof,Daycare,$5881.83
02/11/1932,wo,Daycare,$3182.32
04/03/1971,le,Daycare,$2371.91
01/20/1912,uk,Daycare,$2902.19
01/25/2000,hizpovwom,Daycare,$4843.54
07/01/2025,jusawij,Daycare,$8222.95
01/02/2048,tavet,Daycare,$7927.05
10/27/1904,hawbozaku,Daycare,$7596.90
06/10/1988,jotecpo,Daycare,$8445.62
10/21/2024,efawufpiv,Daycare,$8762.03
04/27/1951,wofioca,Daycare,$769.77
09/05/1936,finu,Daycare,$6430.41
05/27/2005,gesav,Daycare,$7251.83
12/30/1993,li,Daycare,$7872.59
12/24/1912,cenufiwa,Daycare,$7860.45
11/21/1997,gugod,Daycare,$8407.08
10/28/2008,pi,Daycare,$2405.02
05/14/1986,jaagfut,Daycare,$8310.30
02/18/1989,hujbajas,Daycare,$3059.43
12/10/2062,sih,Daycare,$2653.79
09/09/2053,ze,Daycare,$1544.31
01/10/1995,kucikpo,Daycare,$7280.67
03/12/1919,ko,Daycare,$7471.08
06/30/2060,kapaw,Daycare,$8170.31
10/24/1962,kisu,Daycare,$7680.96
08/21/2030,iwuman,Daycare,$8520.06
10/13/1916,ed,Daycare,$140.63
04/13/2011,cofuni,Daycare,$9294.58
12/01/1991,uciggov,Daycare,$3746.61
04/25/1960,la,Daycare,$3328.08
04/16/1928,ijire,Daycare,$4201.35
03/24/1986,roocfej,Daycare,$25.25
10/12/1989,zacaggi,Daycare,$4414.39
02/01/1980,kivjupfuk,Daycare,$6602.92
10/27/2028,bo,Daycare,$3700.50
12/25/1951,se,Daycare,$6877.74
01/20/1966,kus,Daycare,$4514.22
10/27/2012,oje,Daycare,$3279.34
05/20/1923,co,Daycare,$5380.98
03/04/2056,ba,Daycare,$2599.42
09/15/1974,uce,Daycare,$581.68
08/24/1959,suklasras,Daycare,$2388.52
10/06/1987,nuce,Daycare,$3455.43
04/30/1938,taz,Daycare,$7482.58
08/11/2051,zuzekiv,Daycare,$7579.09
09/30/1943,zuzzunku,Daycare,$6885.92
02/07/1935,rulnuhe,Daycare,$1353.05
03/30/2015,degjod,Daycare,$7621.29
04/07/1968,mi,Daycare,$8900.42
07/04/1951,nomuz,Daycare,$377.32
09/16/2003,fif,Daycare,$5285.60
03/06/1904,cugu,Daycare,$9917.98
07/31/2058,ere,Daycare,$8186.73
03/12/1926,eg,Daycare,$7389.99
10/16/2007,liupula,Daycare,$2481.61
06/02/2037,to,Daycare,$8531.33
06/30/1909,vo,Daycare,$937.40
07/14/2010,vioculo,Daycare,$8422.40
03/21/2032,imjahmop,Daycare,$4487.37
09/15/2066,cigvonfu,Daycare,$2416.66
04/20/1910,ipmid,Daycare,$4435.18
01/09/1987,wafofu,Daycare,$3086.15
08/01/1989,ifezno,Daycare,$7050.18
10/31/1974,na,Daycare,$8855.78
04/03/1959,buli,Daycare,$6757.15
07/28/1941,law,Daycare,$924.90
04/09/2008,zoor,Daycare,$641.07
08/21/1931,sorgenfac,Daycare,$8238.93
10/11/1955,himfig,Daycare,$6474.83
06/27/1908,dago,Daycare,$7241.51
08/19/1975,gobafip,Daycare,$6200.36
12/09/1990,huhfa,Daycare,$3762.09
04/10/1962,huwmeage,Daycare,$7365.27
12/06/1940,puilazi,Daycare,$7362.26
05/19/2028,ra,Daycare,$7911.92
05/09/2050,winav,Daycare,$1395.37
08/12/2012,acbiz,Daycare,$1564.98
11/05/2036,abcaoz,Daycare,$8666.66
09/07/2062,lueno,Daycare,$5954.49
10/11/1905,niw,Daycare,$1493.85
12/15/2020,apuanuba,Daycare,$9451.12
03/11/2055,miw,Daycare,$2753.71
08/23/1974,lok,Daycare,$974.64
07/17/1939,okivoco,Daycare,$7428.30
05/31/1924,mom,Daycare,$8388.39
10/31/1962,lohtimosi,Daycare,$5207.47
12/18/2009,rachejkin,Daycare,$8393.66
01/28/1903,zovog,Daycare,$3309.64
03/02/1937,we,Daycare,$7595.31
